Cultivar,Empresa,Floracion_dias,Altura_cm,Densidad_sem,Rendimiento,Aceite_porcentaje,Rendimiento_Ajustado,Campania,Localidad,Latitud,Longitud,Ensayo,Tipo Ensayo,Epoca,Distancia_surcos,Tipo_Siembra,Densidad_siembra,Fecha_Siembra,Testigo,Visible
ACA 203,ACA,,,43594,2688,43.89,2739,2010-2011,General Pico,-35.66668639,-63.75004639,General Pico  2010-2011,Convencional,Normal,70,Directa,43000,,NO,SI
ACA 203,ACA,,,45370,1080,43.16,1093,2010-2011,Villa Mirasol,-36.10005167,-63.88339056,Villa Mirasol  2010-2011,Convencional,Normal,,,,,NO,SI
ACA 203,ACA,81,197,,3130,40.89,3095,2011-2012,Reconquista,-29.14952389,-59.66645806,Reconquista  2011-2012,Convencional,Normal,,,,07/09/2011,SI,NO
ACA 203 CL,ACA,77,,65171,4775,45.8,4956,2007-2008,Anguil,-36.516765,-64.01673306,Anguil  2007-2008,Clearfield,Normal,70,Convencional,62000,25/102007,NO,SI
ACA 203 CL,ACA,77,157,62112,4284,47.83,4534,2007-2008,Balcarce,-37.84985917,-58.26744333,Balcarce  2007-2008,Clearfield,Normal,70,Directa,59000,30/10/2007,NO,SI
ACA 203 CL,ACA,80,159,47619,2165,45.16,2233,2007-2008,Las Toscas,-28.34944556,-59.26643694,Las Toscas  2007-2008,Clearfield,Normal,70,Convencional,45000,27/8/2007,NO,SI
ACA 203 CL,ACA,58,185,41799,2363,36.46,2232,2007-2008,Manfredi,-31.83306333,-63.75004361,Manfredi  2007-2008,Clearfield,Normal,70,Directa,44000,11/12/2007,NO,SI
ACA 203 CL,ACA,79,165,46561,3357,40.72,3314,2007-2008,Reconquista,-29.14952389,-59.66645806,Reconquista  2007-2008,Clearfield,Normal,70,Convencional,46000,24/8/2007,NO,SI
ACA 203 CL,ACA,80,115,61867,2027,47.17,2132,2008-2009,Balcarce,-37.84985917,-58.26744333,Balcarce  2008-2009,Clearfield,Normal,70,Directa,51000,23/10/2008,NO,SI
ACA 203 CL,ACA,73,118,45918,2119,42.89,2138,2008-2009,Barrow,-38.311904,-60.231644,Barrow  2008-2009,Clearfield,Normal,70,Convencional,46000,6/11/2008,NO,SI
ACA 203 CL,ACA,76,205,,5054,47.4,5327,2008-2009,Bellocq,-35.932778,-61.487778,Bellocq  2008-2009,Clearfield,Normal,70,Convencional,,16/10/2008,NO,SI
ACA 203 CL,ACA,62,182,41937,2739,44.1,2797,2008-2009,Manfredi,-31.83306333,-63.75004361,Manfredi  2008-2009,Clearfield,Normal,70,Directa,,6/11/2008,NO,SI
ACA 203 CL,ACA,60,157,38548,1806,43.07,1825,2008-2009,Manfredi,-31.83306333,-63.75004361,Manfredi  2008-2009,Clearfield,Normal,70,Directa,,6/11/2008,NO,SI
ACA 203 CL,ACA,84,116,52000,703,,,2008-2009,Mercedes,-34.66661194,-59.43311139,Mercedes  2008-2009,Clearfield,Normal,70,Directa,55000,4/9/2008,NO,SI
ACA 203 CL,ACA,73,140,58333,2336,45.65,2421,2008-2009,Rancul,-35.0666525,-64.68345083,Rancul  2008-2009,Clearfield,Normal,52,Directa,42000,4/11/2008,NO,SI
ACA 203 CL,ACA,84,125,46561,1499,47.81,1586,2008-2009,Reconquista,-29.14952389,-59.66645806,Reconquista  2008-2009,Clearfield,Normal,70,Directa,47000,25/8/2008,NO,SI
ACA 203 CL,ACA,63,175,67016,2510,47.23,2641,2009-2010,Balcarce,-37.84985917,-58.26744333,Balcarce  2009-2010,Convencional,Normal,52,Directa,50000,16/11/2009,NO,SI
ACA 203 CL,ACA,68,,45918,1423,47.76,1505,2009-2010,Barrow,-38.311904,-60.231644,Barrow  2009-2010,Convencional,Normal,52,Directa,,29/10/2009,NO,SI
ACA 203 CL,ACA,75,217,,4642,45.46,4803,2009-2010,Bellocq,-35.932778,-61.487778,Bellocq  2009-2010,Convencional,Normal,52,Directa,,27/10/2009,NO,SI
ACA 203 CL,ACA,75,200,52381,2353,48.04,2495,2009-2010,General Belgrano,-35.7666875,-58.4997,General Belgrano  2009-2010,Convencional,Normal,52,Convencional,48000,07/10/2009,NO,SI
ACA 203 CL,ACA,60,157,38548,1806,43.07,1825,2009-2010,Manfredi,-31.83306333,-63.75004361,Manfredi  2009-2010,Clearfield,Normal,70,Directa,39000,19/11/2009,NO,SI
ACA 203 CL,ACA,,,,2367,56.7,2715,2009-2010,Parana,-31.73305611,-60.53317889,Parana  2009-2010,Convencional,Normal,,,,23/09/2009,NO,SI
ACA 203 CL,ACA,55,178,54258,3729,44.67,3829,2010-2011,Anguil,-36.516765,-64.01673306,Anguil  2010-2011,Convencional,Normal,52,Directa,45000,19/11/2010,NO,SI
ACA 203 CL,ACA,75,155,55511,2847,45.31,2941,2010-2011,Balcarce,-37.84985917,-58.26744333,Balcarce  2010-2011,Convencional,Normal,52,Directa,,02/11/2010,NO,SI
ACA 203 CL,ACA,78,173,,2776,43.53,2818,2010-2011,Barrow,-38.311904,-60.231644,Barrow  2010-2011,Convencional,Normal,52,Directa,45000,25/10/2010,NO,SI
ACA 203 CL,ACA,73,182,,4833,46.08,5030,2010-2011,Bellocq,-35.932778,-61.487778,Bellocq  2010-2011,Convencional,Normal,52,Directa,,26/10/2010,NO,SI
ACA 203 CL,ACA,74,210,49359,2911,48.02,3086,2010-2011,General Belgrano,-35.7666875,-58.4997,General Belgrano  2010-2011,Convencional,Normal,52,Directa,50000,24/10/2010,NO,SI
ACA 203 CL,ACA,66,140,54945,3275,42.8,3301,2010-2011,Intendente Alvear,-35.24999,-63.566695,Intendente Alvear  2010-2011,Clearfield,Normal,52,Directa,48000,28/10/2010,NO,SI
ACA 203 CL,ACA,62,135,26444,3504,44.86,3604,2010-2011,Manfredi,-31.83306333,-63.75004361,Manfredi  2010-2011,Clearfield,Normal,52,Directa,43000,24/11/2010,NO,SI
ACA 203 CL,ACA,,,58929,3225,45.91,3351,2010-2011,Miramar,-38.25021556,-57.83298972,Miramar  2010-2011,Convencional,Normal,52,Directa,48000,28/10/2010,NO,SI
ACA 203 CL,ACA,84,180,,3296,47.03,3462,2010-2011,Reconquista,-29.14952389,-59.66645806,Reconquista  2010-2011,Convencional,Normal,,,,09/09/2010,NO,SI
ACA 203 CL,ACA,73,139,42982,1960,44.26,2004,2011-2012,Anguil,-36.516765,-64.01673306,Anguil  2011-2012,Convencional,Normal,52,Directa,47000,27/10/2011,NO,SI
ACA 203 CL,ACA,76,161,50682,2460,39.05,2387,2011-2012,Balcarce,-37.84985917,-58.26744333,Balcarce  2011-2012,Alto Oleico,Normal,52,Directa,57000,27/10/2011,NO,SI
ACA 203 CL,ACA,74,192,,2667,39.96,2613,2011-2012,Barrow,-38.311904,-60.231644,Barrow  2011-2012,Alto Oleico,Normal,52,Directa,45000,26/10/2011,NO,SI
ACA 203 CL,ACA,73,129,41292,3342,40.12,3279,2011-2012,Coronel Suarez,-37.46683528,-61.93326111,Coronel Suarez  2011-2012,Convencional,Normal,52,Directa,43000,02/11/2011,NO,SI
ACA 203 CL,ACA,76,218,56112,3051,41.21,3027,2011-2012,General Belgrano,-35.7666875,-58.4997,General Belgrano  2011-2012,Convencional,Normal,52,Directa,54000,15/10/2011,NO,NO
ACA 203 CL,ACA,,,41363,3215,49.9,3469,2011-2012,Huinca Renanco,-34.83329556,-64.3667525,Huinca Renanco  2011-2012,Convencional,Normal,,,,22/10/2011,NO,NO
ACA 203 CL,ACA,71,,48773,2358,43.91,2403,2011-2012,Intendente Alvear,-35.24999,-63.566695,Intendente Alvear  2011-2012,Convencional,Normal,52,Directa,48000,01/11/2011,NO,NO
ACA 203 CL,ACA,,,46430,1813,43.1,1833,2011-2012,Manfredi,-31.83306333,-63.75004361,Manfredi  2011-2012,Convencional,Normal,,,,30/11/2011,NO,NO
ACA 203 CL,ACA,80,168,49405,2726,,,2011-2012,Miramar,-38.25021556,-57.83298972,Miramar  2011-2012,Convencional,Normal,52,Directa,53000,27/10/2011,NO,NO
ACA 203 CL,ACA,,,,2010,44.5,2060,2011-2012,Vicuña Mackenna,-33.91655694,-64.38342528,Vicuña Mackenna  2011-2012,Convencional,Normal,,,,22/10/2011,NO,SI
ACA 203 CL,ACA,74,178,,3019,49.01,3231,2012-2013,Reconquista,-29.14952389,-59.66645806,Reconquista  2012-2013,Convencional,Normal,,,,11/09/2012,NO,SI
ACA 203 CL,ACA,87,170,46545,2062,40.81,2037,2013-2014,Reconquista,-29.14952389,-59.66645806,Reconquista  2013-2014,Convencional,Normal,,,,19/09/2013,SI,NO
ACA 203 CL,ACA,79,153,48000,2817,40.18,2766,2014-2015,Reconquista,-29.14952389,-59.66645806,Reconquista  2014-2015,Convencional,Normal,,,,14/08/2014,NO,SI
ACA 203 CL,ACA,,191,,3111,47.64,3286,2015-2016,Anguil,-36.516765,-64.01673306,Anguil  2015-2016,Convencional,Normal,52,Directa,60000,14/11/2015,NO,SI
ACA 203 CL,ACA,66,162,,3620,54.19,4061,2015-2016,Asturias,-36.171533,-61.872622,Asturias  2015-2016,Convencional,Normal,,,,31/10/2015,NO,SI
ACA 203 CL,ACA,70,153,56438,2453,46.95,2574,2015-2016,Balcarce,-37.84985917,-58.26744333,Balcarce  2015-2016,Convencional,Tardia,52,Directa,53000,01/12/2015,NO,SI
ACA 203 CL,ACA,77,147,52258,3479,43.65,3536,2015-2016,Balcarce,-37.84985917,-58.26744333,Balcarce  2015-2016,Convencional,Normal,52,Directa,45000,28/10/2015,NO,SI
ACA 203 CL,ACA,70,,,4170,47.52,4400,2015-2016,Bolívar,-36.23340306,-61.11654167,Bolívar  2015-2016,Convencional,Normal,,,,20/10/2015,NO,SI
ACA 203 CL,ACA,,,,4806,48.93,5139,2015-2016,Bordenave,-37.81685778,-63.03333306,Bordenave  2015-2016,Convencional,Normal,,,,04/11/2015,NO,SI
ACA 203 CL,ACA,82,174,54325,3657,46.8,3833,2015-2016,Ceres,-29.88290806,-61.94992972,Ceres  2015-2016,Convencional,Normal,,,,27/08/2015,NO,SI
ACA 203 CL,ACA,78,196,37198,3629,46.21,3782,2015-2016,Coronel Suarez,-37.46683528,-61.93326111,Coronel Suarez  2015-2016,Convencional,Normal,52,Directa,39000,23/10/2015,NO,SI
ACA 203 CL,ACA,,170,54808,3171,47.21,3336,2015-2016,Las Breñas,-27.08267861,-61.08321361,Las Breñas  2015-2016,Convencional,Normal,,,,26/08/2015,NO,SI
ACA 203 CL,ACA,85,181,48554,2719,43.59,2762,2015-2016,Reconquista,-29.14952389,-59.66645806,Reconquista  2015-2016,Convencional,Normal,,,,28/08/2015,NO,SI
ACA 203 CL,ACA,90,,,3125,40.33,3073,2015-2016,San Justo,-34.68326694,-58.54971667,San Justo  2015-2016,Convencional,Normal,,,,28/08/2015,NO,SI
ACA 203 CL,ACA,72,230,,4681,43.87,4769,2015-2016,Trenque Lauquen,-35.96671,-62.73331972,Trenque Lauquen  2015-2016,Convencional,Normal,,,,30/10/2015,NO,SI
ACA 203 CL,ACA,,205,,1931,47.08,2029,2016-2017,Los Frentones,-26.415965,-61.39989583,Los Frentones  2016-2017,Convencional,Normal,,,,08/09/2016,NO,SI
ACA 203 CL,ACA,85,173,,2052,45.43,2122,2016-2017,Reconquista,-29.14952389,-59.66645806,Reconquista  2016-2017,Convencional,Normal,,,,11/08/2016,NO,SI
ACA 203 CL,ACA,,171,,2904,,,2016-2017,Roque Saenz Peña,-26.79932333,-60.44983639,Roque Saenz Peña  2016-2017,Convencional,Normal,,,,12/08/2016,NO,SI
ACA 203 CL,ACA,80,,,3910,46.8,4098,2016-2017,San Justo,-34.68326694,-58.54971667,San Justo  2016-2017,Convencional,Normal,,,,09/08/2016,NO,SI
ACA 203 CL DM,ACA,74,,,4390,45.77,4556,2016-2017,Asturias,-36.171533,-61.872622,Asturias  2016-2017,Convencional,Normal,,,,03/11/2016,NO,SI
ACA 203 CL DM,ACA,79,,,3882,45.2,4006,2016-2017,Bellocq,-35.932778,-61.487778,Bellocq  2016-2017,Convencional,Normal,,,,24/10/2016,NO,SI
ACA 203 CL DM,ACA,76,165,,2695,44.12,2752,2016-2017,Trenque Lauquen,-35.96671,-62.73331972,Trenque Lauquen  2016-2017,Convencional,Normal,,,,01/11/2016,NO,SI
ACA 211 CL,ACA,81,128,58885,2054,47.07,2158,2008-2009,Balcarce,-37.84985917,-58.26744333,Balcarce  2008-2009,Clearfield,Normal,70,Directa,51000,23/10/2008,NO,SI
ACA 211 CL,ACA,73,136,45918,2389,41.76,2383,2008-2009,Barrow,-38.311904,-60.231644,Barrow  2008-2009,Clearfield,Normal,70,Convencional,46000,6/11/2008,NO,SI
ACA 211 CL,ACA,76,215,,5764,44.77,5924,2008-2009,Bellocq,-35.932778,-61.487778,Bellocq  2008-2009,Clearfield,Normal,70,Convencional,,16/10/2008,NO,SI
ACA 211 CL,ACA,62,194,40944,2783,38.3,2680,2008-2009,Manfredi,-31.83306333,-63.75004361,Manfredi  2008-2009,Clearfield,Normal,70,Directa,,6/11/2008,NO,SI
ACA 211 CL,ACA,74,155,64103,2738,46.7,2867,2008-2009,Rancul,-35.0666525,-64.68345083,Rancul  2008-2009,Clearfield,Normal,52,Directa,42000,4/11/2008,NO,SI
ACA 211 CL,ACA,63,166,67745,2263,45.86,2350,2009-2010,Balcarce,-37.84985917,-58.26744333,Balcarce  2009-2010,Convencional,Normal,52,Directa,50000,16/11/2009,NO,SI
ACA 211 CL,ACA,68,,45068,1180,47.83,1249,2009-2010,Barrow,-38.311904,-60.231644,Barrow  2009-2010,Convencional,Normal,52,Directa,,29/10/2009,NO,SI
ACA 211 CL,ACA,74,190,,3373,44.5,3457,2009-2010,Bellocq,-35.932778,-61.487778,Bellocq  2009-2010,Convencional,Normal,52,Directa,,27/10/2009,NO,SI
ACA 211 CL,ACA,73,198,51429,2615,47.66,2763,2009-2010,General Belgrano,-35.7666875,-58.4997,General Belgrano  2009-2010,Convencional,Normal,52,Convencional,48000,07/10/2009,SI,NO
ACA 350 CL PLUS,ACA,52,145,59295,3270,52.69,3620,2014-2015,Anguil,-36.516765,-64.01673306,Anguil  2014-2015,Convencional,Normal,52,Directa,46000,12/11/2014,NO,SI
ACA 350 CL PLUS,ACA,77,,45788,2409,44.48,2469,2014-2015,Balcarce,-37.84985917,-58.26744333,Balcarce  2014-2015,Convencional,Normal,52,Directa,44000,15/10/2014,NO,SI
ACA 350 CL PLUS,ACA,73,170,,2787,51.94,3064,2014-2015,Barrow,-38.311904,-60.231644,Barrow  2014-2015,Convencional,Normal,52,Directa,45000,31/10/2014,NO,SI
ACA 350 CL PLUS,ACA,73,136,46243,2813,54.65,3169,2014-2015,Coronel Suarez,-37.46683528,-61.93326111,Coronel Suarez  2014-2015,Convencional,Normal,52,Directa,45000,31/10/2014,NO,SI
ACA 350 CL PLUS,ACA,73,143,61077,1847,54.65,2081,2014-2015,Madariaga,-37.00011778,-57.13295222,Madariaga  2014-2015,Convencional,Normal,,,,08/11/2014,SI,NO
ACA 350 CL PLUS,ACA,66,173,48571,3184,47.26,3351,2014-2015,Pieres,-38.393776,-58.672387,Pieres  2014-2015,Clearfield,Normal,52,Directa,56000,13/11/2014,NO,SI
ACA 350 CL PLUS,ACA,66,153,,3869,53.62,4319,2014-2015,Rauch,-36.78343389,-59.08307528,Rauch  2014-2015,Convencional,Normal,52,Directa,45000,08/11/2014,NO,SI
ACA 350 CL PLUS,ACA,67,160,,2963,47.97,3140,2014-2015,Tandil,-37.31680472,-59.13307167,Tandil  2014-2015,Convencional,Normal,52,Directa,48000,14/11/2014,NO,SI
ACA 350 CL PLUS,ACA,,151,,2758,49.88,2975,2015-2016,Anguil,-36.516765,-64.01673306,Anguil  2015-2016,Convencional,Normal,52,Directa,60000,14/11/2015,NO,SI
ACA 350 CL PLUS,ACA,61,114,55045,2006,45.05,2067,2015-2016,Balcarce,-37.84985917,-58.26744333,Balcarce  2015-2016,Convencional,Tardia,52,Directa,53000,01/12/2015,NO,SI
ACA 350 CL PLUS,ACA,70,124,52954,2506,52.78,2776,2015-2016,Balcarce,-37.84985917,-58.26744333,Balcarce  2015-2016,Convencional,Normal,52,Directa,45000,28/10/2015,NO,SI
ACA 350 CL PLUS,ACA,72,159,,3866,52,3866,2015-2016,Barrow,-38.311904,-60.231644,Barrow  2015-2016,Convencional,Normal,52,Directa,44000,05/11/2015,NO,SI
ACA 350 CL PLUS,ACA,79,169,,4249,52.94,4714,2015-2016,Bellocq,-35.932778,-61.487778,Bellocq  2015-2016,Convencional,Normal,52,Directa,46000,02/11/2015,NO,SI
ACA 350 CL PLUS,ACA,72,,,4225,53.3,4702,2015-2016,Bolívar,-36.23340306,-61.11654167,Bolívar  2015-2016,Convencional,Normal,,,,20/10/2015,NO,SI
ACA 350 CL PLUS,ACA,,,,3965,53.62,4426,2015-2016,Bordenave,-37.81685778,-63.03333306,Bordenave  2015-2016,Convencional,Normal,,,,04/11/2015,NO,SI
ACA 350 CL PLUS,ACA,70,172,35749,2737,52.56,3026,2015-2016,Coronel Suarez,-37.46683528,-61.93326111,Coronel Suarez  2015-2016,Convencional,Normal,52,Directa,39000,23/10/2015,NO,SI
ACA 350 CL PLUS,ACA,73,155,56548,3614,54.64,4071,2015-2016,Pieres,-38.393776,-58.672387,Pieres  2015-2016,Convencional,Normal,52,Directa,59000,03/11/2015,NO,SI
ACA 350 CL PLUS,ACA,65,176,,3799,48.83,4058,2015-2016,Trenque Lauquen,-35.96671,-62.73331972,Trenque Lauquen  2015-2016,Convencional,Normal,,,,30/10/2015,NO,SI
ACA 769,ACA,73,,,3330,54.43,3744,2015-2016,Bolívar,-36.23340306,-61.11654167,Bolívar  2015-2016,Convencional,Normal,,,,20/10/2015,NO,SI
ACA 861,ACA,62,181,66229,4571,51.3,4996,2004-2005,Ascasubi,-39.38364306,-62.6666425,Ascasubi  2004-2005,Convencional,Normal,70,Convencional,65000,21/10/2004,NO,SI
ACA 861,ACA,68,129,53345,2598,45.67,2693,2004-2005,Balcarce,-37.84985917,-58.26744333,Balcarce  2004-2005,Convencional,Tardia,70,Convencional,57000,08/12/2004,NO,SI
ACA 861,ACA,74,149,54286,2902,47.16,3052,2004-2005,Balcarce,-37.84985917,-58.26744333,Balcarce  2004-2005,Convencional,Temprana,70,Convencional,55000,28/10/2004,NO,SI
ACA 861,ACA,73,156,42682,3097,45.52,3206,2004-2005,Barrow,-38.311904,-60.231644,Barrow  2004-2005,Convencional,Normal,70,Convencional,43000,25/10/2004,NO,SI
ACA 861,ACA,61,155,44818,3316,46.35,3460,2004-2005,Bellocq,-35.932778,-61.487778,Bellocq  2004-2005,Convencional,Normal,70,Convencional,46000,24/11/2004,NO,SI
ACA 861,ACA,68,,44193,4140,45.42,4282,2004-2005,Carretero,-38.494876,-59.793151,Carretero  2004-2005,Convencional,Normal,,,,03/11/2004,NO,SI
ACA 861,ACA,69,167,40001,4201,45.83,4362,2004-2005,Coronel Suarez,-37.46683528,-61.93326111,Coronel Suarez  2004-2005,Convencional,Normal,70,Convencional,43000,01/11/2004,NO,SI
ACA 861,ACA,69,168,40650,3200,48.89,3420,2004-2005,Coronel Suarez,-37.46683528,-61.93326111,Coronel Suarez  2004-2005,Convencional,Normal,70,Directa,40000,01/11/2004,NO,SI
ACA 861,ACA,72,173,56260,3858,48.08,4093,2004-2005,Pieres,-38.393776,-58.672387,Pieres  2004-2005,Convencional,Normal,70,Convencional,55000,28/10/2004,SI,NO
ACA 861,ACA,71,,52858,4464,46.64,4671,2004-2005,Tandil,-37.31680472,-59.13307167,Tandil  2004-2005,Convencional,Normal,70,Convencional,55000,02/11/2004,NO,SI
ACA 861,ACA,73,180,47392,2690,43.76,2737,2005-2006,Balcarce,-37.84985917,-58.26744333,Balcarce  2005-2006,Convencional,Normal,70,Directa,54000,07/11/2005,NO,SI
ACA 861,ACA,79,129,49269,3184,46.56,3329,2005-2006,Balcarce,-37.84985917,-58.26744333,Balcarce  2005-2006,Convencional,Normal,70,Convencional,54000,19/10/2005,NO,SI
ACA 861,ACA,72,158,46667,3299,45.53,3415,2005-2006,Barrow,-38.311904,-60.231644,Barrow  2005-2006,Convencional,Normal,70,Convencional,45000,07/11/2005,NO,SI
ACA 861,ACA,69,178,47619,4544,46.58,4752,2005-2006,Bellocq,-35.932778,-61.487778,Bellocq  2005-2006,Convencional,Normal,70,Convencional,,25/10/2005,NO,SI
ACA 861,ACA,76,152,49027,3161,45.02,3256,2005-2006,Bellocq,-35.932778,-61.487778,Bellocq  2005-2006,Convencional,Normal,70,Convencional,46000,31/10/2005,NO,SI
ACA 861,ACA,58,175,47619,3174,44.33,3248,2005-2006,Carlos Casares,-35.61668722,-61.36655861,Carlos Casares  2005-2006,Convencional,Normal,,,,05/12/2005,NO,SI
ACA 861,ACA,66,106,51360,3285,45.13,3388,2005-2006,Coronel Suarez,-37.46683528,-61.93326111,Coronel Suarez  2005-2006,Convencional,Normal,70,Convencional,47000,31/10/2005,NO,SI
ACA 861,ACA,69,117,43085,3813,46.31,3977,2005-2006,Coronel Suarez,-37.46683528,-61.93326111,Coronel Suarez  2005-2006,Convencional,Normal,70,Directa,43000,01/11/2005,NO,SI
ACA 861,ACA,72,164,45417,3511,47.73,3712,2005-2006,El Carretero,-38.494876,-59.793151,El Carretero  2005-2006,Convencional,Normal,70,Convencional,,01/11/2005,NO,SI
ACA 861,ACA,82,165,,1862,46.08,1938,2005-2006,Gualeguay,-33.14982417,-59.36642722,Gualeguay  2005-2006,Convencional,Normal,,,,27/09/2005,NO,SI
ACA 861,ACA,87,180,,2111,46.48,2206,2005-2006,Gualeguaychu,-33.01647778,-58.51637722,Gualeguaychu  2005-2006,Convencional,Normal,,,,14/09/2001,NO,SI
ACA 861,ACA,63,172,66764,4404,50.08,4760,2005-2006,Hilario Ascasubi,-39.38364306,-62.6666425,Hilario Ascasubi  2005-2006,Convencional,Normal,,,,25/10/2001,NO,SI
ACA 861,ACA,,91,45234,2300,46.5,2404,2005-2006,Huinca Renanco,-34.83329556,-64.3667525,Huinca Renanco  2005-2006,Convencional,Normal,70,Directa,45000,11/10/2005,NO,SI
ACA 861,ACA,82,139,41467,2295,49.2,2460,2005-2006,Las Toscas,-28.34944556,-59.26643694,Las Toscas  2005-2006,Convencional,Normal,,,,02/09/2005,NO,SI
ACA 861,ACA,59,,40580,3636,52.1,4003,2005-2006,Manfredi,-31.83306333,-63.75004361,Manfredi  2005-2006,Convencional,Normal,70,Convencional,40000,08/10/2005,NO,SI
ACA 861,ACA,77,190,,2945,44.23,3011,2005-2006,Parana,-31.73305611,-60.53317889,Parana  2005-2006,Convencional,Normal,,,,13/10/2005,NO,SI
ACA 861,ACA,66,135,41005,3560,46.94,3736,2005-2006,Pergamino,-33.89989778,-60.58318222,Pergamino  2005-2006,Convencional,Normal,70,Convencional,,03/11/2005,NO,SI
ACA 861,ACA,77,149,56149,3403,45.72,3530,2005-2006,Pieres,-38.393776,-58.672387,Pieres  2005-2006,Convencional,Normal,70,Convencional,57000,27/10/2005,NO,SI
ACA 861,ACA,65,160,38747,1972,44.8,2027,2005-2006,Rafaela,-31.26634222,-61.48323694,Rafaela  2005-2006,Convencional,Normal,,,,27/10/2005,NO,SI
ACA 861,ACA,101,138,47771,2900,52.6,3207,2005-2006,Reconquista,-29.14952389,-59.66645806,Reconquista  2005-2006,Convencional,Normal,,,,18/08/2005,NO,SI
ACA 861,ACA,84,,51889,3725,43.49,3781,2005-2006,Tandil,-37.31680472,-59.13307167,Tandil  2005-2006,Convencional,Normal,70,Convencional,54000,03/11/2005,NO,SI
ACA 861,ACA,,,,2701,,,2005-2006,Trenque Lauquen,-35.96671,-62.73331972,Trenque Lauquen  2005-2006,Convencional,Normal,,,,06/11/2005,NO,SI
